adgroup_id,cate_id,campaign_id,customer,brand,price,userid,cms_segid,cms_group_id,final_gender_code,age_level,shopping_level,occupation,new_user_class_level ,pvalue_level,pid,clk,date,hour
13,7211.0,130458.0,6395.0,112840.0,289.0,976358,20.0,3.0,2.0,3.0,3.0,0.0,4.0,2.0,430548_1007,0,2017-05-07,11
13,7211.0,130458.0,6395.0,112840.0,289.0,286630,17.0,3.0,2.0,3.0,3.0,0.0,4.0,1.0,430539_1007,0,2017-05-08,4
13,7211.0,130458.0,6395.0,112840.0,289.0,286630,17.0,3.0,2.0,3.0,3.0,0.0,4.0,1.0,430539_1007,0,2017-05-09,0
13,7211.0,130458.0,6395.0,112840.0,289.0,771431,31.0,4.0,2.0,4.0,3.0,0.0,4.0,1.0,430548_1007,0,2017-05-07,10
13,7211.0,130458.0,6395.0,112840.0,289.0,530454,31.0,4.0,2.0,4.0,3.0,0.0,4.0,1.0,430548_1007,0,2017-05-09,1
13,7211.0,130458.0,6395.0,112840.0,289.0,212552,0.0,3.0,2.0,3.0,3.0,0.0,4.0,2.0,430548_1007,0,2017-05-12,6
13,7211.0,130458.0,6395.0,112840.0,289.0,812839,21.0,3.0,2.0,3.0,3.0,0.0,1.0,2.0,430539_1007,0,2017-05-09,6
13,7211.0,130458.0,6395.0,112840.0,289.0,251948,20.0,3.0,2.0,3.0,3.0,0.0,3.0,2.0,430539_1007,0,2017-05-08,22
13,7211.0,130458.0,6395.0,112840.0,289.0,560492,0.0,3.0,2.0,3.0,3.0,0.0,2.0,1.0,430539_1007,0,2017-05-11,23
13,7211.0,130458.0,6395.0,112840.0,289.0,384206,20.0,3.0,2.0,3.0,3.0,0.0,4.0,2.0,430539_1007,0,2017-05-11,4
13,7211.0,130458.0,6395.0,112840.0,289.0,251948,20.0,3.0,2.0,3.0,3.0,0.0,3.0,2.0,430539_1007,0,2017-05-11,22
13,7211.0,130458.0,6395.0,112840.0,289.0,866880,0.0,3.0,2.0,3.0,3.0,0.0,2.0,1.0,430548_1007,0,2017-05-07,2
15,7023.0,397386.0,51962.0,7465.0,65.0,1065947,0.0,5.0,2.0,5.0,3.0,0.0,2.0,2.0,430539_1007,0,2017-05-06,7
28,11166.0,396577.0,51088.0,304801.0,8.5,243365,0.0,10.0,1.0,4.0,3.0,0.0,2.0,1.0,430548_1007,0,2017-05-07,4
37,5467.0,398528.0,53136.0,1644.0,20.0,696122,0.0,9.0,1.0,3.0,3.0,0.0,4.0,2.0,430548_1007,0,2017-05-12,2
38,4535.0,394495.0,5122.0,387739.0,1800.0,826763,20.0,3.0,2.0,3.0,3.0,0.0,4.0,2.0,430539_1007,0,2017-05-09,5
38,4535.0,394495.0,5122.0,387739.0,1800.0,357293,0.0,4.0,2.0,4.0,3.0,0.0,3.0,1.0,430548_1007,0,2017-05-12,13
38,4535.0,394495.0,5122.0,387739.0,1800.0,329004,76.0,10.0,1.0,4.0,2.0,0.0,4.0,3.0,430548_1007,0,2017-05-06,14
38,4535.0,394495.0,5122.0,387739.0,1800.0,26279,0.0,9.0,1.0,3.0,3.0,0.0,2.0,2.0,430539_1007,0,2017-05-11,4
38,4535.0,394495.0,5122.0,387739.0,1800.0,789015,44.0,5.0,2.0,5.0,3.0,0.0,2.0,2.0,430539_1007,0,2017-05-09,13
38,4535.0,394495.0,5122.0,387739.0,1800.0,237042,66.0,9.0,1.0,3.0,3.0,0.0,2.0,2.0,430548_1007,0,2017-05-11,6
38,4535.0,394495.0,5122.0,387739.0,1800.0,368892,0.0,4.0,2.0,4.0,3.0,0.0,1.0,1.0,430539_1007,0,2017-05-08,13
38,4535.0,394495.0,5122.0,387739.0,1800.0,621099,0.0,10.0,1.0,4.0,2.0,0.0,2.0,1.0,430548_1007,0,2017-05-09,12
38,4535.0,394495.0,5122.0,387739.0,1800.0,940360,0.0,11.0,1.0,5.0,2.0,0.0,2.0,2.0,430548_1007,0,2017-05-10,1
38,4535.0,394495.0,5122.0,387739.0,1800.0,770798,0.0,8.0,1.0,2.0,3.0,0.0,4.0,1.0,430548_1007,0,2017-05-10,3
38,4535.0,394495.0,5122.0,387739.0,1800.0,992212,67.0,9.0,1.0,3.0,3.0,0.0,4.0,2.0,430539_1007,0,2017-05-10,12
38,4535.0,394495.0,5122.0,387739.0,1800.0,576962,88.0,11.0,1.0,5.0,3.0,0.0,1.0,1.0,430548_1007,0,2017-05-06,13
38,4535.0,394495.0,5122.0,387739.0,1800.0,770798,0.0,8.0,1.0,2.0,3.0,0.0,4.0,1.0,430548_1007,0,2017-05-12,14
38,4535.0,394495.0,5122.0,387739.0,1800.0,390805,0.0,3.0,2.0,3.0,3.0,0.0,2.0,2.0,430548_1007,0,2017-05-07,12
46,5467.0,398528.0,53136.0,1644.0,1.6,199003,0.0,3.0,2.0,3.0,3.0,0.0,2.0,2.0,430539_1007,0,2017-05-06,5
47,3303.0,395144.0,49555.0,31972.0,1.8,669432,0.0,10.0,1.0,4.0,3.0,0.0,2.0,2.0,430548_1007,0,2017-05-11,2
47,3303.0,395144.0,49555.0,31972.0,1.8,669432,0.0,10.0,1.0,4.0,3.0,0.0,2.0,2.0,430548_1007,0,2017-05-11,12
49,5302.0,388909.0,42997.0,297367.0,398.0,68522,0.0,3.0,2.0,3.0,3.0,0.0,4.0,2.0,430548_1007,0,2017-05-06,7
49,5302.0,388909.0,42997.0,297367.0,398.0,68522,0.0,3.0,2.0,3.0,3.0,0.0,4.0,2.0,430548_1007,0,2017-05-06,2
54,9766.0,133510.0,13651.0,449121.0,1900.0,206767,0.0,8.0,1.0,2.0,1.0,0.0,2.0,2.0,430548_1007,0,2017-05-08,5
59,4642.0,209616.0,20301.0,336362.0,968.0,310639,0.0,3.0,2.0,3.0,3.0,0.0,1.0,1.0,430539_1007,0,2017-05-11,12
59,4642.0,209616.0,20301.0,336362.0,968.0,678379,79.0,10.0,1.0,4.0,3.0,0.0,1.0,2.0,430539_1007,0,2017-05-06,13
60,11175.0,383995.0,30052.0,342477.0,19.0,60597,0.0,9.0,1.0,3.0,3.0,0.0,2.0,1.0,430548_1007,0,2017-05-12,17
60,11175.0,383995.0,30052.0,342477.0,19.0,183387,17.0,3.0,2.0,3.0,3.0,0.0,4.0,1.0,430548_1007,0,2017-05-06,5
60,11175.0,383995.0,30052.0,342477.0,19.0,183387,17.0,3.0,2.0,3.0,3.0,0.0,4.0,1.0,430548_1007,0,2017-05-06,13
60,11175.0,383995.0,30052.0,342477.0,19.0,183387,17.0,3.0,2.0,3.0,3.0,0.0,4.0,1.0,430548_1007,0,2017-05-06,12
60,11175.0,383995.0,30052.0,342477.0,19.0,720856,81.0,10.0,1.0,4.0,3.0,0.0,4.0,2.0,430539_1007,0,2017-05-07,8
60,11175.0,383995.0,30052.0,342477.0,19.0,628285,0.0,4.0,2.0,4.0,3.0,0.0,3.0,2.0,430539_1007,0,2017-05-09,23
60,11175.0,383995.0,30052.0,342477.0,19.0,122266,0.0,4.0,2.0,4.0,3.0,0.0,2.0,1.0,430548_1007,0,2017-05-12,10
60,11175.0,383995.0,30052.0,342477.0,19.0,766690,45.0,5.0,2.0,5.0,3.0,0.0,4.0,2.0,430539_1007,0,2017-05-13,6
64,9784.0,394964.0,6743.0,412482.0,2392.5,494196,0.0,11.0,1.0,5.0,1.0,0.0,2.0,2.0,430548_1007,0,2017-05-13,9
76,3372.0,228749.0,32045.0,58175.0,1980.0,893779,0.0,9.0,1.0,3.0,3.0,0.0,2.0,2.0,430539_1007,0,2017-05-13,2
76,3372.0,228749.0,32045.0,58175.0,1980.0,826133,0.0,10.0,1.0,4.0,1.0,0.0,2.0,1.0,430539_1007,0,2017-05-13,14
79,6379.0,148809.0,19444.0,336541.0,36.0,668765,0.0,4.0,2.0,4.0,3.0,0.0,2.0,2.0,430548_1007,0,2017-05-06,13
85,6873.0,398858.0,53487.0,443907.0,720.0,10772,0.0,4.0,2.0,4.0,3.0,0.0,3.0,2.0,430548_1007,0,2017-05-10,5
85,6873.0,398858.0,53487.0,443907.0,720.0,563874,21.0,3.0,2.0,3.0,3.0,0.0,1.0,2.0,430548_1007,0,2017-05-11,2
85,6873.0,398858.0,53487.0,443907.0,720.0,683451,0.0,11.0,1.0,5.0,3.0,0.0,4.0,2.0,430539_1007,0,2017-05-08,7
85,6873.0,398858.0,53487.0,443907.0,720.0,843030,54.0,8.0,1.0,2.0,3.0,1.0,2.0,1.0,430548_1007,0,2017-05-09,1
85,6873.0,398858.0,53487.0,443907.0,720.0,53386,0.0,3.0,2.0,3.0,3.0,0.0,1.0,2.0,430539_1007,0,2017-05-13,9
102,126.0,138148.0,20107.0,102457.0,98.0,918382,0.0,3.0,2.0,3.0,3.0,0.0,2.0,2.0,430539_1007,0,2017-05-08,23
102,126.0,138148.0,20107.0,102457.0,98.0,972042,0.0,2.0,2.0,2.0,3.0,0.0,1.0,2.0,430539_1007,0,2017-05-13,8
102,126.0,138148.0,20107.0,102457.0,98.0,378262,22.0,3.0,2.0,3.0,3.0,0.0,3.0,3.0,430539_1007,0,2017-05-09,10
102,126.0,138148.0,20107.0,102457.0,98.0,738208,34.0,4.0,2.0,4.0,3.0,0.0,4.0,2.0,430548_1007,0,2017-05-07,23
102,126.0,138148.0,20107.0,102457.0,98.0,878047,0.0,5.0,2.0,5.0,3.0,0.0,4.0,2.0,430539_1007,0,2017-05-11,13
102,126.0,138148.0,20107.0,102457.0,98.0,749715,0.0,11.0,1.0,5.0,1.0,0.0,2.0,1.0,430539_1007,0,2017-05-06,9
102,126.0,138148.0,20107.0,102457.0,98.0,378262,22.0,3.0,2.0,3.0,3.0,0.0,3.0,3.0,430539_1007,0,2017-05-13,13
102,126.0,138148.0,20107.0,102457.0,98.0,114993,19.0,3.0,2.0,3.0,3.0,0.0,2.0,2.0,430539_1007,0,2017-05-12,3
102,126.0,138148.0,20107.0,102457.0,98.0,974392,57.0,8.0,1.0,2.0,3.0,0.0,3.0,2.0,430539_1007,0,2017-05-08,10
102,126.0,138148.0,20107.0,102457.0,98.0,642854,8.0,2.0,2.0,2.0,3.0,0.0,3.0,2.0,430539_1007,1,2017-05-08,17
102,126.0,138148.0,20107.0,102457.0,98.0,443793,0.0,4.0,2.0,4.0,3.0,0.0,1.0,2.0,430539_1007,1,2017-05-07,11
102,126.0,138148.0,20107.0,102457.0,98.0,642854,8.0,2.0,2.0,2.0,3.0,0.0,3.0,2.0,430539_1007,0,2017-05-11,3
102,126.0,138148.0,20107.0,102457.0,98.0,443793,0.0,4.0,2.0,4.0,3.0,0.0,1.0,2.0,430539_1007,0,2017-05-11,9
102,126.0,138148.0,20107.0,102457.0,98.0,872834,0.0,3.0,2.0,3.0,3.0,0.0,4.0,1.0,430539_1007,0,2017-05-09,4
102,126.0,138148.0,20107.0,102457.0,98.0,644063,0.0,9.0,1.0,3.0,3.0,0.0,2.0,1.0,430548_1007,0,2017-05-12,23
102,126.0,138148.0,20107.0,102457.0,98.0,618501,0.0,10.0,1.0,4.0,3.0,0.0,2.0,2.0,430539_1007,0,2017-05-13,6
102,126.0,138148.0,20107.0,102457.0,98.0,416214,0.0,2.0,2.0,2.0,3.0,0.0,4.0,1.0,430539_1007,0,2017-05-10,4
102,126.0,138148.0,20107.0,102457.0,98.0,914080,0.0,3.0,2.0,3.0,3.0,0.0,3.0,1.0,430539_1007,0,2017-05-12,10
102,126.0,138148.0,20107.0,102457.0,98.0,914080,0.0,3.0,2.0,3.0,3.0,0.0,3.0,1.0,430539_1007,0,2017-05-09,11
102,126.0,138148.0,20107.0,102457.0,98.0,415870,0.0,3.0,2.0,3.0,3.0,0.0,2.0,2.0,430539_1007,0,2017-05-10,6
102,126.0,138148.0,20107.0,102457.0,98.0,695684,0.0,3.0,2.0,3.0,3.0,0.0,2.0,2.0,430539_1007,0,2017-05-12,11
102,126.0,138148.0,20107.0,102457.0,98.0,165841,0.0,4.0,2.0,4.0,3.0,0.0,4.0,1.0,430539_1007,0,2017-05-11,7
102,126.0,138148.0,20107.0,102457.0,98.0,567226,34.0,4.0,2.0,4.0,3.0,0.0,4.0,2.0,430539_1007,0,2017-05-11,23
102,126.0,138148.0,20107.0,102457.0,98.0,190272,20.0,3.0,2.0,3.0,3.0,0.0,3.0,2.0,430539_1007,0,2017-05-13,2
102,126.0,138148.0,20107.0,102457.0,98.0,859607,0.0,4.0,2.0,4.0,3.0,0.0,2.0,2.0,430539_1007,0,2017-05-13,9
102,126.0,138148.0,20107.0,102457.0,98.0,859607,0.0,4.0,2.0,4.0,3.0,0.0,2.0,2.0,430539_1007,0,2017-05-06,3
102,126.0,138148.0,20107.0,102457.0,98.0,633475,19.0,3.0,2.0,3.0,3.0,0.0,2.0,2.0,430539_1007,0,2017-05-10,10
102,126.0,138148.0,20107.0,102457.0,98.0,593147,19.0,3.0,2.0,3.0,3.0,0.0,2.0,2.0,430539_1007,0,2017-05-09,21
102,126.0,138148.0,20107.0,102457.0,98.0,593147,19.0,3.0,2.0,3.0,3.0,0.0,2.0,2.0,430539_1007,0,2017-05-12,20
102,126.0,138148.0,20107.0,102457.0,98.0,167978,33.0,4.0,2.0,4.0,3.0,0.0,2.0,2.0,430539_1007,0,2017-05-13,8
102,126.0,138148.0,20107.0,102457.0,98.0,389494,19.0,3.0,2.0,3.0,3.0,0.0,2.0,2.0,430548_1007,0,2017-05-09,8
102,126.0,138148.0,20107.0,102457.0,98.0,918382,0.0,3.0,2.0,3.0,3.0,0.0,2.0,2.0,430539_1007,0,2017-05-12,1
102,126.0,138148.0,20107.0,102457.0,98.0,132831,19.0,3.0,2.0,3.0,3.0,0.0,2.0,2.0,430539_1007,0,2017-05-11,13
102,126.0,138148.0,20107.0,102457.0,98.0,167978,33.0,4.0,2.0,4.0,3.0,0.0,2.0,2.0,430539_1007,0,2017-05-13,8
102,126.0,138148.0,20107.0,102457.0,98.0,633475,19.0,3.0,2.0,3.0,3.0,0.0,2.0,2.0,430539_1007,0,2017-05-07,1
102,126.0,138148.0,20107.0,102457.0,98.0,810283,0.0,3.0,2.0,3.0,3.0,0.0,3.0,1.0,430548_1007,0,2017-05-13,3
102,126.0,138148.0,20107.0,102457.0,98.0,810283,0.0,3.0,2.0,3.0,3.0,0.0,3.0,1.0,430548_1007,0,2017-05-10,4
102,126.0,138148.0,20107.0,102457.0,98.0,1049640,0.0,4.0,2.0,4.0,3.0,0.0,3.0,2.0,430548_1007,0,2017-05-07,5
102,126.0,138148.0,20107.0,102457.0,98.0,968165,0.0,4.0,2.0,4.0,3.0,0.0,2.0,2.0,430539_1007,0,2017-05-12,1
102,126.0,138148.0,20107.0,102457.0,98.0,1099979,0.0,3.0,2.0,3.0,3.0,0.0,2.0,1.0,430539_1007,0,2017-05-06,7
102,126.0,138148.0,20107.0,102457.0,98.0,541031,0.0,3.0,2.0,3.0,3.0,0.0,2.0,1.0,430539_1007,0,2017-05-13,0
102,126.0,138148.0,20107.0,102457.0,98.0,477776,0.0,3.0,2.0,3.0,3.0,0.0,4.0,1.0,430548_1007,0,2017-05-07,19
102,126.0,138148.0,20107.0,102457.0,98.0,895515,20.0,3.0,2.0,3.0,3.0,0.0,3.0,2.0,430539_1007,0,2017-05-07,9
102,126.0,138148.0,20107.0,102457.0,98.0,1620,0.0,3.0,2.0,3.0,3.0,0.0,4.0,2.0,430539_1007,0,2017-05-06,7
102,126.0,138148.0,20107.0,102457.0,98.0,106567,7.0,2.0,2.0,2.0,3.0,0.0,2.0,2.0,430548_1007,0,2017-05-08,5
102,126.0,138148.0,20107.0,102457.0,98.0,1620,0.0,3.0,2.0,3.0,3.0,0.0,4.0,2.0,430539_1007,0,2017-05-08,22
102,126.0,138148.0,20107.0,102457.0,98.0,284898,0.0,4.0,2.0,4.0,3.0,0.0,2.0,1.0,430548_1007,0,2017-05-12,17
102,126.0,138148.0,20107.0,102457.0,98.0,843459,0.0,3.0,2.0,3.0,3.0,0.0,2.0,2.0,430539_1007,0,2017-05-05,17
102,126.0,138148.0,20107.0,102457.0,98.0,1620,0.0,3.0,2.0,3.0,3.0,0.0,4.0,2.0,430539_1007,0,2017-05-13,4
102,126.0,138148.0,20107.0,102457.0,98.0,653256,0.0,4.0,2.0,4.0,3.0,0.0,1.0,1.0,430539_1007,0,2017-05-09,23
102,126.0,138148.0,20107.0,102457.0,98.0,1022975,33.0,4.0,2.0,4.0,3.0,0.0,2.0,2.0,430539_1007,0,2017-05-13,7
102,126.0,138148.0,20107.0,102457.0,98.0,1022975,33.0,4.0,2.0,4.0,3.0,0.0,2.0,2.0,430539_1007,0,2017-05-09,11
102,126.0,138148.0,20107.0,102457.0,98.0,379823,0.0,5.0,2.0,5.0,2.0,0.0,2.0,2.0,430539_1007,0,2017-05-08,21
102,126.0,138148.0,20107.0,102457.0,98.0,740169,19.0,3.0,2.0,3.0,3.0,0.0,2.0,2.0,430539_1007,0,2017-05-09,13
102,126.0,138148.0,20107.0,102457.0,98.0,59252,0.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,430539_1007,0,2017-05-08,2
102,126.0,138148.0,20107.0,102457.0,98.0,370072,0.0,5.0,2.0,5.0,3.0,0.0,1.0,2.0,430539_1007,0,2017-05-13,6
102,126.0,138148.0,20107.0,102457.0,98.0,258492,0.0,3.0,2.0,3.0,3.0,0.0,4.0,1.0,430539_1007,0,2017-05-07,12
102,126.0,138148.0,20107.0,102457.0,98.0,1062314,33.0,4.0,2.0,4.0,3.0,0.0,2.0,2.0,430539_1007,0,2017-05-06,14
102,126.0,138148.0,20107.0,102457.0,98.0,1062314,33.0,4.0,2.0,4.0,3.0,0.0,2.0,2.0,430539_1007,0,2017-05-10,2
102,126.0,138148.0,20107.0,102457.0,98.0,1062314,33.0,4.0,2.0,4.0,3.0,0.0,2.0,2.0,430539_1007,0,2017-05-12,10
102,126.0,138148.0,20107.0,102457.0,98.0,508760,33.0,4.0,2.0,4.0,3.0,0.0,2.0,2.0,430548_1007,0,2017-05-12,4
102,126.0,138148.0,20107.0,102457.0,98.0,856037,27.0,4.0,2.0,4.0,2.0,0.0,3.0,2.0,430539_1007,0,2017-05-12,4
102,126.0,138148.0,20107.0,102457.0,98.0,740042,0.0,3.0,2.0,3.0,3.0,0.0,2.0,1.0,430539_1007,0,2017-05-12,23
102,126.0,138148.0,20107.0,102457.0,98.0,739740,8.0,2.0,2.0,2.0,3.0,0.0,4.0,1.0,430539_1007,0,2017-05-09,22
102,126.0,138148.0,20107.0,102457.0,98.0,782351,8.0,2.0,2.0,2.0,3.0,0.0,4.0,1.0,430548_1007,0,2017-05-08,9
102,126.0,138148.0,20107.0,102457.0,98.0,278361,19.0,3.0,2.0,3.0,3.0,0.0,2.0,2.0,430539_1007,0,2017-05-07,18
102,126.0,138148.0,20107.0,102457.0,98.0,909001,0.0,3.0,2.0,3.0,3.0,0.0,1.0,3.0,430539_1007,0,2017-05-13,1
102,126.0,138148.0,20107.0,102457.0,98.0,699134,0.0,3.0,2.0,3.0,3.0,0.0,1.0,2.0,430548_1007,0,2017-05-08,5
102,126.0,138148.0,20107.0,102457.0,98.0,699748,21.0,3.0,2.0,3.0,3.0,0.0,1.0,3.0,430548_1007,0,2017-05-07,9
102,126.0,138148.0,20107.0,102457.0,98.0,357442,80.0,10.0,1.0,4.0,3.0,0.0,2.0,2.0,430539_1007,0,2017-05-11,5
102,126.0,138148.0,20107.0,102457.0,98.0,738208,34.0,4.0,2.0,4.0,3.0,0.0,4.0,2.0,430548_1007,0,2017-05-13,13
102,126.0,138148.0,20107.0,102457.0,98.0,114993,19.0,3.0,2.0,3.0,3.0,0.0,2.0,2.0,430539_1007,0,2017-05-09,3
102,126.0,138148.0,20107.0,102457.0,98.0,825977,16.0,3.0,2.0,3.0,3.0,0.0,2.0,1.0,430539_1007,0,2017-05-12,5
102,126.0,138148.0,20107.0,102457.0,98.0,825977,16.0,3.0,2.0,3.0,3.0,0.0,2.0,1.0,430539_1007,0,2017-05-08,13
102,126.0,138148.0,20107.0,102457.0,98.0,61628,0.0,3.0,2.0,3.0,3.0,0.0,2.0,1.0,430539_1007,0,2017-05-08,9
102,126.0,138148.0,20107.0,102457.0,98.0,355080,0.0,3.0,2.0,3.0,3.0,0.0,4.0,2.0,430539_1007,1,2017-05-11,8
102,126.0,138148.0,20107.0,102457.0,98.0,355080,0.0,3.0,2.0,3.0,3.0,0.0,4.0,2.0,430539_1007,0,2017-05-08,23
102,126.0,138148.0,20107.0,102457.0,98.0,61628,0.0,3.0,2.0,3.0,3.0,0.0,2.0,1.0,430539_1007,0,2017-05-12,2
102,126.0,138148.0,20107.0,102457.0,98.0,1051120,18.0,3.0,2.0,3.0,3.0,0.0,1.0,2.0,430548_1007,0,2017-05-09,21
102,126.0,138148.0,20107.0,102457.0,98.0,456530,20.0,3.0,2.0,3.0,3.0,0.0,3.0,2.0,430539_1007,0,2017-05-13,2
102,126.0,138148.0,20107.0,102457.0,98.0,642744,0.0,12.0,1.0,6.0,3.0,0.0,2.0,1.0,430539_1007,0,2017-05-10,5
102,126.0,138148.0,20107.0,102457.0,98.0,963330,0.0,3.0,2.0,3.0,3.0,0.0,3.0,2.0,430539_1007,0,2017-05-09,23
102,126.0,138148.0,20107.0,102457.0,98.0,715598,34.0,4.0,2.0,4.0,3.0,0.0,4.0,2.0,430539_1007,0,2017-05-07,16
102,126.0,138148.0,20107.0,102457.0,98.0,57185,19.0,3.0,2.0,3.0,3.0,0.0,2.0,2.0,430539_1007,0,2017-05-06,13
102,126.0,138148.0,20107.0,102457.0,98.0,57185,19.0,3.0,2.0,3.0,3.0,0.0,2.0,2.0,430539_1007,0,2017-05-12,16
102,126.0,138148.0,20107.0,102457.0,98.0,743980,68.0,9.0,1.0,3.0,3.0,0.0,2.0,2.0,430539_1007,0,2017-05-11,3
102,126.0,138148.0,20107.0,102457.0,98.0,269887,0.0,10.0,1.0,4.0,3.0,0.0,1.0,2.0,430539_1007,0,2017-05-08,3
102,126.0,138148.0,20107.0,102457.0,98.0,1083384,35.0,4.0,2.0,4.0,3.0,0.0,1.0,3.0,430548_1007,0,2017-05-06,20
102,126.0,138148.0,20107.0,102457.0,98.0,411417,0.0,3.0,2.0,3.0,3.0,0.0,2.0,1.0,430539_1007,0,2017-05-08,4
102,126.0,138148.0,20107.0,102457.0,98.0,411417,0.0,3.0,2.0,3.0,3.0,0.0,2.0,1.0,430539_1007,0,2017-05-12,5
102,126.0,138148.0,20107.0,102457.0,98.0,106567,7.0,2.0,2.0,2.0,3.0,0.0,2.0,2.0,430548_1007,0,2017-05-13,3
102,126.0,138148.0,20107.0,102457.0,98.0,519375,19.0,3.0,2.0,3.0,3.0,0.0,2.0,2.0,430539_1007,0,2017-05-07,2
102,126.0,138148.0,20107.0,102457.0,98.0,1003242,0.0,3.0,2.0,3.0,3.0,0.0,2.0,2.0,430539_1007,0,2017-05-07,13
102,126.0,138148.0,20107.0,102457.0,98.0,476604,0.0,10.0,1.0,4.0,3.0,0.0,4.0,1.0,430548_1007,0,2017-05-05,21
102,126.0,138148.0,20107.0,102457.0,98.0,476604,0.0,10.0,1.0,4.0,3.0,0.0,4.0,1.0,430548_1007,0,2017-05-08,1
102,126.0,138148.0,20107.0,102457.0,98.0,1074427,0.0,6.0,2.0,6.0,3.0,0.0,4.0,1.0,430539_1007,0,2017-05-12,10
102,126.0,138148.0,20107.0,102457.0,98.0,1074427,0.0,6.0,2.0,6.0,3.0,0.0,4.0,1.0,430539_1007,0,2017-05-12,8
102,126.0,138148.0,20107.0,102457.0,98.0,1074406,32.0,4.0,2.0,4.0,3.0,0.0,1.0,2.0,430539_1007,0,2017-05-13,13
102,126.0,138148.0,20107.0,102457.0,98.0,554945,0.0,9.0,1.0,3.0,3.0,1.0,2.0,1.0,430539_1007,0,2017-05-13,6
102,126.0,138148.0,20107.0,102457.0,98.0,476604,0.0,10.0,1.0,4.0,3.0,0.0,4.0,1.0,430548_1007,0,2017-05-10,21
102,126.0,138148.0,20107.0,102457.0,98.0,736458,0.0,3.0,2.0,3.0,3.0,0.0,3.0,3.0,430539_1007,0,2017-05-13,9
102,126.0,138148.0,20107.0,102457.0,98.0,516218,45.0,5.0,2.0,5.0,3.0,0.0,3.0,2.0,430539_1007,0,2017-05-09,16
102,126.0,138148.0,20107.0,102457.0,98.0,516218,45.0,5.0,2.0,5.0,3.0,0.0,3.0,2.0,430539_1007,0,2017-05-06,13
102,126.0,138148.0,20107.0,102457.0,98.0,896511,0.0,3.0,2.0,3.0,3.0,0.0,2.0,1.0,430539_1007,0,2017-05-13,9
102,126.0,138148.0,20107.0,102457.0,98.0,443823,81.0,10.0,1.0,4.0,3.0,0.0,3.0,2.0,430548_1007,0,2017-05-08,23
102,126.0,138148.0,20107.0,102457.0,98.0,909078,32.0,4.0,2.0,4.0,3.0,0.0,1.0,2.0,430539_1007,0,2017-05-06,1
102,126.0,138148.0,20107.0,102457.0,98.0,443823,81.0,10.0,1.0,4.0,3.0,0.0,3.0,2.0,430548_1007,0,2017-05-05,22
102,126.0,138148.0,20107.0,102457.0,98.0,789848,32.0,4.0,2.0,4.0,3.0,0.0,1.0,2.0,430539_1007,0,2017-05-10,13
102,126.0,138148.0,20107.0,102457.0,98.0,557468,22.0,3.0,2.0,3.0,3.0,0.0,3.0,2.0,430539_1007,0,2017-05-12,13
102,126.0,138148.0,20107.0,102457.0,98.0,508986,0.0,3.0,2.0,3.0,3.0,0.0,2.0,2.0,430539_1007,0,2017-05-13,9
102,126.0,138148.0,20107.0,102457.0,98.0,878147,0.0,10.0,1.0,4.0,3.0,0.0,3.0,2.0,430539_1007,0,2017-05-05,16
102,126.0,138148.0,20107.0,102457.0,98.0,878147,0.0,10.0,1.0,4.0,3.0,0.0,3.0,2.0,430539_1007,0,2017-05-09,17
